a. End User Information,,,,,,,b. Persona Information,,,,,,,,,,,,,,,,,,
1. First Name,2. Last Name,3. Age,4. Residence Address,5. Country of ID,6. Device Information,7. IP Address,8. Fraud Status (Ground Truth),9. Verification ID,10. Verification Status,11. Verification Created Date,12. Color Inconsistency Detection,13. Barcode Detection,14. Extraction Inconsistency Detection,15. Inquiry Comparison,16. Disallowed Type Detection,17. Compromised Detection,18. MRZ Detection,19. Expired Detection,20. Disallowed Country Detection,21. Entity Detection,22. Portrait Detection,23. Account Comparison,24. Selfie Comparison,25. Extracted Properties Detection,26. Tamper Detection
Kristen,Howe,52,"0726 Mary Mews
North Ronald, AK 12977",United States,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 9_9; rv:1.9.3.20) Gecko/2016-01-14 13:48:25 Firefox/13.0,196.199.51.210,FALSE,2764748,failed,2/16/2021 14:02:00,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Timothy,Robertson,36,"143 Martinez Bridge
Sandrachester, NY 70237",Guernsey,Android 9,66.20.147.169,TRUE,8068804,failed,5/13/2021 21:55:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Haley,Sanchez,81,"3914 Pratt Road
Davidmouth, NV 69787",United States,iPad; CPU iPad OS 7_1_2 like Mac OS X,171.141.80.113,Image Quality,4147253,failed,5/16/2021 5:46:00,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Larry,Mccall,42,"06441 Martinez Stream
Bradville, FL 15904",United States,iPad; CPU iPad OS 9_3_6 like Mac OS X,158.86.166.131,FALSE,6003628,failed,5/15/2021 20:44:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Zachary,Hoffman,45,"4402 David Wells Apt. 384
Lake Christopherfurt, ID 15630",United States,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 7_2 rv:4.0; lb-LU) AppleWebKit/531.22.3 (KHTML, like Gecko) Version/4.1 Safari/531.22.3",1.228.94.96,FALSE,6464918,failed,1/10/2021 4:00:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Matthew,Bell,34,"944 Ward Street Apt. 402
New Adambury, HI 66135",United States,Mozilla/5.0 (Android 7.1.2; Mobile; rv:15.0) Gecko/15.0 Firefox/15.0,90.93.58.147,FALSE,6338218,passed,1/9/2021 20:35:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Stephen,Chan,50,"81637 Evan Ports
Nelsonmouth, KS 28678",United States,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,128.26.8.96,FALSE,5930687,passed,3/14/2021 0:06:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Brenda,Ramsey,18,"1541 Brown Freeway Apt. 796
Davisshire, PA 17131",United States,Android 5.0,141.249.46.210,FALSE,2622893,failed,5/24/2021 22:36:00,not_applicable,failed,not_applicable,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Albert,Johnson,77,"66907 David Crossing Apt. 394
Matthewland, WA 74098",United States,Opera/8.85.(X11; Linux x86_64; gv-GB) Presto/2.9.183 Version/11.00,143.90.132.20,FALSE,7607221,passed,5/24/2021 13:10:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Cynthia,Nguyen,83,"3538 Campbell Plain
West Amy, MS 03232",Chad,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/532.46.3 (KHTML, like Gecko) Version/4.0.2 Safari/532.46.3",165.70.234.231,FALSE,4272902,passed,4/6/2021 21:31:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Brooke,Carter,68,"50748 Taylor Harbor Apt. 925
East Justin, OH 40558",United States,Android 1.0,77.201.100.105,Image Quality,1177399,failed,2/13/2021 6:06:00,not_applicable,passed,passed,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
John,Valdez,69,"USS Mccall
FPO AP 06850",United States,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,81.98.32.49,FALSE,5331052,passed,4/23/2021 12:40:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Sharon,Higgins,30,"9454 Cunningham Points Apt. 956
Perrymouth, MA 93223",United States,Android 4.2.2,41.84.187.117,FALSE,3102957,passed,5/8/2021 9:05:00,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Brooke,Lucas,60,"5718 White Radial
Shirleytown, OH 56178",United States,Android 4.4.4,79.9.132.203,Image Quality,7341264,passed,5/8/2021 15:11:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Lisa,Harrison,43,"1400 Kristie Squares
Lake Tonya, NM 40362",United States,iPad; CPU iPad OS 14_2 like Mac OS X,110.60.190.221,FALSE,8121133,failed,2/7/2021 19:52:00,not_applicable,not_applicable,not_applicable,passed,passed,passed,failed,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,passed
Leah,Martin,70,"9431 Leroy Groves
East Annaville, WA 40386",Mauritius,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,56.35.158.10,FALSE,1775000,failed,5/1/2021 9:37:00,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jimmy,Stafford,65,"58773 Melissa Stream
New Stephanieport, WV 87911",United States,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/31.0.868.0 Safari/531.1",137.187.51.241,FALSE,8916330,passed,4/25/2021 14:35:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Ashley,Montgomery,83,"423 April Unions
Donnamouth, NH 78909",Qatar,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,83.138.41.195,FALSE,8615293,failed,5/6/2021 5:18:00,failed,passed,passed,not_applicable,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
James,Sharp,69,"9609 Clayton Bypass
West Jonathanburgh, MT 40074",United States,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,73.43.135.126,FALSE,3533187,failed,4/30/2021 23:50:00,not_applicable,not_applicable,not_applicable,failed,passed,passed,failed,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Charles,Fernandez,60,"9346 Jorge View Suite 134
Nguyenbury, SD 12578",United States,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 9_5) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/21.0.876.0 Safari/536.1",7.91.100.210,FALSE,3555769,failed,4/28/2021 16:52:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Gina,Porter,19,"639 David Village Apt. 757
South Johnport, AK 33318",United States,Android 4.4.2,102.88.173.222,FALSE,5520718,failed,4/27/2021 18:13:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
James,Clayton,70,"790 Kimberly Ports
East Emma, NV 45915",United States,Android 2.3.3,174.133.223.139,FALSE,5228787,failed,5/8/2021 17:07:00,not_applicable,not_applicable,not_applicable,not_applicable,passed,passed,failed,passed,passed,failed,failed,not_applicable,not_applicable,passed,passed
Robert,Callahan,45,"3836 Morris Inlet Suite 254
South Melissaside, GA 51496",United States,Android 5.1.1,143.228.114.181,Image Quality,3390808,failed,3/17/2021 17:29:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Andrea,Hammond,21,"75281 Vaughn Ford Apt. 451
Johnsonport, KS 32795",United States,Android 2.2.3,104.113.234.135,FALSE,2976536,failed,5/4/2021 3:04:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Claire,Barajas,59,"108 Michael Route Suite 120
Thomasside, VT 98293",United States,iPad; CPU iPad OS 5_1_1 like Mac OS X,209.65.47.206,FALSE,2840031,failed,4/21/2021 20:55:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Timothy,Mcdonald,60,"789 Michael Flat Apt. 622
West Brettberg, TN 28167",United States,Opera/9.25.(Windows NT 5.0; ha-NG) Presto/2.9.160 Version/10.00,50.140.35.154,FALSE,2585864,failed,3/12/2021 9:15:00,not_applicable,failed,not_applicable,not_applicable,failed,passed,not_applicable,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,passed
Mrs.,Tiffany,49,"36391 Alexandra Ridges Suite 429
Jamesbury, MI 75108",United States,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,217.71.248.168,FALSE,2047868,passed,2/25/2021 16:54:00,passed,not_applicable,not_applicable,passed,passed,passed,passed,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Tyler,Hall,23,"44719 Jessica Ranch Apt. 687
Victortown, UT 52707",Finland,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; el-GR) AppleWebKit/535.50.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6535.50.4",63.92.207.235,FALSE,6410666,passed,5/4/2021 18:16:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Paul,Wallace,51,"8835 Henderson Alley
North Jamesbury, AK 43225",United States,"Mozilla/5.0 (Linux; Android 6.0.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/58.0.851.0 Safari/535.1",68.201.92.251,FALSE,1578710,passed,2/12/2021 20:49:00,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Steve,Campbell,69,"93367 Schwartz Canyon
New Kiarastad, VT 17930",United States,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 7_4 rv:4.0; hak-TW) AppleWebKit/534.25.6 (KHTML, like Gecko) Version/5.0.1 Safari/534.25.6",187.162.188.78,FALSE,6319011,failed,4/11/2021 22:39:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Emily,Hutchinson,67,"6429 Robbins Corners
Robertside, DE 73324",United States,Opera/8.20.(X11; Linux i686; kn-IN) Presto/2.9.164 Version/10.00,48.186.110.65,FALSE,7955940,failed,4/16/2021 0:48:00,passed,failed,not_applicable,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
John,Pearson,39,"568 Roberts Green
New Michael, TN 43036",United States,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,145.142.161.165,FALSE,6464830,failed,3/22/2021 4:09:00,passed,failed,not_applicable,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Katie,Lee,69,"617 Cynthia Fall Suite 671
Conradville, IA 91941",United States,Android 4.4.4,68.46.195.170,Image Quality,3445509,passed,5/8/2021 4:24:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Jessica,Thompson,49,"523 White Summit Apt. 216
South Jessica, NC 24367",United States,Android 9,163.226.20.50,FALSE,4160024,passed,4/29/2021 15:05:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Carlos,Norris,51,"0990 Lewis Road
Riversport, DC 37016",United States,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/4.1),152.19.19.200,TRUE,5210422,passed,5/2/2021 3:55:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Misty,Bailey,77,"377 Lopez Springs Suite 017
East Adam, OH 56133",United States,iPhone; CPU iPhone OS 14_2 like Mac OS X,196.81.139.112,FALSE,5901328,failed,3/14/2021 20:29:00,not_applicable,failed,not_applicable,not_applicable,failed,passed,not_applicable,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,passed
Allison,Parks,42,"541 Reeves Crossroad
Ashleyton, FL 65654",United States,Android 7.1.2,118.8.145.119,FALSE,7627735,passed,1/2/2021 21:16:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Carol,Dennis,69,"4296 Katherine Camp Suite 770
Zacharyfort, VT 82931",Grenada,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,137.10.213.144,TRUE,1301222,failed,2/17/2021 5:42:00,not_applicable,not_applicable,not_applicable,passed,passed,passed,failed,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Ryan,Wood,59,"30006 Katherine Meadow
Lake Michaelville, WA 04390",United States,Mozilla/5.0 (Android 5.1.1; Mobile; rv:18.0) Gecko/18.0 Firefox/18.0,102.52.16.121,FALSE,2672937,passed,5/9/2021 10:27:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Miguel,Rosales,17,"12672 Sara Expressway Apt. 118
Nicoleburgh, FL 05488",United States,Android 3.2.1,55.51.242.91,FALSE,8322770,failed,4/28/2021 21:31:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Chase,Coffey,71,"184 Carr Fall Apt. 253
West Katrinamouth, WI 66750",United States,Android 3.2.1,47.199.104.73,Image Quality,4974213,passed,5/7/2021 17:29:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Christine,Booker,71,"775 Esparza Motorway Suite 063
North Deniseton, FL 52846",Panama,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/4.0),108.112.21.188,FALSE,5488374,failed,5/4/2021 1:42:00,passed,passed,failed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jose,Wells,85,"6480 Thomas Expressway Suite 398
Yuport, VA 94954",United States,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/22.0.878.0 Mobile/47V166 Safari/533.2",168.31.82.45,FALSE,6147777,failed,2/18/2021 17:43:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Briana,Stewart,26,"18682 Austin Springs
Howelltown, VT 52179",United States,iPad; CPU iPad OS 9_3_6 like Mac OS X,35.162.122.205,FALSE,3911363,passed,4/6/2021 22:45:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Christopher,Martinez,51,"3873 Tony Shoal
North Bradleyshire, MN 72312",United States,iPad; CPU iPad OS 6_1_6 like Mac OS X,215.76.73.98,FALSE,8696783,passed,2/23/2021 2:31:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Louis,Garcia,48,"21987 Morris Trail
Theresaland, SC 60581",United States,Opera/8.78.(X11; Linux x86_64; lt-LT) Presto/2.9.173 Version/11.00,169.222.25.111,FALSE,6000890,failed,2/17/2021 18:05:00,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
James,Phelps,84,"44965 Danielle Views
Harringtonchester, NY 67153",United States,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,211.130.34.8,FALSE,4066757,failed,5/23/2021 9:51:00,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kevin,Mueller,80,"4728 Maria Spurs Apt. 366
Robbinsborough, UT 89212",United States,Opera/9.32.(Windows 98; Win 9x 4.90; mk-MK) Presto/2.9.183 Version/11.00,24.209.134.7,FALSE,3054103,failed,2/12/2021 23:39:00,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Julie,Schultz,50,"15265 Adam Key Apt. 381
North Amandabury, WV 82456",United States,iPad; CPU iPad OS 10_3_4 like Mac OS X,221.95.171.167,FALSE,5001692,passed,5/16/2021 0:18:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Amy,Fuller,46,"Unit 3593 Box 1789
DPO AA 45973",United States,Android 2.0,144.153.133.164,FALSE,5838822,passed,5/5/2021 19:42:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Margaret,Smith,73,"PSC 0385, Box 9345
APO AA 23479",Andorra,Android 3.2.3,11.89.180.58,FALSE,5363371,passed,1/23/2021 21:08:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Morgan,Wright,58,"70506 Gallagher View Suite 401
Pattersonfurt, KY 08593",United States,Opera/9.86.(Windows NT 10.0; the-NP) Presto/2.9.178 Version/12.00,91.214.147.16,FALSE,2474228,passed,3/10/2021 1:41:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Isaiah,Lam,57,"0730 Rebecca Rapids Apt. 162
Kristabury, VT 85705",United States,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,102.212.130.211,FALSE,8913856,passed,4/2/2021 4:28:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Joseph,Taylor,38,"Unit 7968 Box 0296
DPO AA 10187",United States,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0),16.142.38.54,FALSE,8850343,failed,4/22/2021 18:27:00,passed,passed,passed,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Stephen,Stout,82,"32333 Palmer Bridge Apt. 603
Millerton, RI 75476",United States,Android 4.1,57.248.254.232,Image Quality,1693731,passed,4/4/2021 23:40:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Michael,Kirby,65,"230 Vanessa Camp Suite 598
Pennyton, AK 14922",United States,Android 7.1,170.145.181.115,FALSE,7528359,passed,5/24/2021 15:14:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michael,Martinez,34,"3196 Joseph Junction
South Adam, LA 15245",United States,Mozilla/5.0 (Windows NT 5.1; kl-GL; rv:1.9.2.20) Gecko/2010-04-27 04:13:03 Firefox/3.6.19,129.234.101.147,FALSE,1658452,failed,4/30/2021 23:21:00,passed,passed,passed,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
