1. First Name,2. Last Name,3. Age,4. Residence Address,state,zip_code,city,5. Country of ID,6. Device Information,browser,device,device_os,7. IP Address,8. Fraud Status (Ground Truth),9. Verification ID,10. Verification Status,11. Verification Created Date,date,hour,weekday,DayOfMonth,MonthName,Year,day_pary,12. Color Inconsistency Detection,13. Barcode Detection,14. Extraction Inconsistency Detection,15. Inquiry Comparison,16. Disallowed Type Detection,17. Compromised Detection,18. MRZ Detection,19. Expired Detection,20. Disallowed Country Detection,21. Entity Detection,22. Portrait Detection,23. Account Comparison,24. Selfie Comparison,25. Extracted Properties Detection,26. Tamper Detection
Reginald,Pollard,16,"90174 Myers Court Suite 396
Marissaborough, VT 02701",VT,02701,Marissaborough,United States,Opera/9.29.(X11; Linux x86_64; os-RU) Presto/2.9.184 Version/11.00,Opera,desktop,Linux,168.141.53.31,FALSE,2928857,passed,2021-05-10 16:17:00,2021-05-10,16,Mon,10,May,2021,afternoon,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Ryan,Marshall,23,"3301 Clayton Views Apt. 466
North Lauraside, AK 64183",AK,64183,North Lauraside,United States,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,Other,mobile,Mac,23.76.87.76,FALSE,6083166,passed,2021-03-28 20:55:00,2021-03-28,20,Sun,28,Mar,2021,late evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Melanie,Herman,45,"22517 Garcia Crest Apt. 538
Richardport, AZ 83027",AZ,83027,Richardport,United States,iPad; CPU iPad OS 9_3_5 like Mac OS X,Other,mobile,Mac,172.146.120.81,Image Quality,1419965,failed,2021-03-30 21:17:00,2021-03-30,21,Tue,30,Mar,2021,late evening,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
William,Austin,67,"778 Daugherty Circle
Stewartville, NE 59353",NE,59353,Stewartville,United States,"Mozilla/5.0 (Windows 95) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/37.0.896.0 Safari/534.0",Chrome,desktop,Windows,173.146.67.170,Image Quality,2416741,passed,2021-04-17 20:40:00,2021-04-17,20,Sat,17,Apr,2021,late evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Ashley,Robinson,65,"31205 Frederick Mission
New Michelleberg, WA 72044",WA,72044,New Michelleberg,United States,Android 2.3.6,Other,mobile,Android,128.249.106.11,Image Quality,5037244,failed,2021-02-15 04:20:00,2021-02-15,4,Mon,15,Feb,2021,night,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Melissa,Pope,26,"41203 Felicia Shoals
East Michael, IN 00605",IN,00605,East Michael,United States,Android 3.2.6,Other,mobile,Android,139.150.237.117,FALSE,7922558,failed,2021-04-21 04:59:00,2021-04-21,4,Wed,21,Apr,2021,night,passed,passed,passed,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Cynthia,Anderson,50,"737 Robles Forge Suite 477
Peterstad, CA 19191",CA,19191,Peterstad,Isle of Man,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/23.0.867.0 Mobile/97M318 Safari/534.1",Safari,mobile,Mac,159.196.220.110,FALSE,8160680,failed,2021-05-10 21:11:00,2021-05-10,21,Mon,10,May,2021,late evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Zachary,Miller,55,"15172 Karla Stream Apt. 886
Lake Danielchester, NV 51439",NV,51439,Lake Danielchester,Anguilla,Android 8.0.0,Other,mobile,Android,46.234.171.0,FALSE,4256179,passed,2021-05-12 21:51:00,2021-05-12,21,Wed,12,May,2021,late evening,passed,not_applicable,not_applicable,not_applicable,passed,passed,passed,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Peter,Butler,48,"143 Mary Plaza Suite 424
Port Tracyshire, CT 88663",CT,88663,Port Tracyshire,United States,Android 7.1.1,Other,mobile,Android,81.218.194.85,Image Quality,8790353,passed,2021-05-11 00:01:00,2021-05-11,0,Tue,11,May,2021,night,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Larry,Garcia,31,"4783 Mejia Loaf
Waltonstad, CT 44035",CT,44035,Waltonstad,United States,Android 4.2,Other,mobile,Android,15.210.199.246,Image Quality,8666275,failed,2020-12-30 02:19:00,2020-12-30,2,Wed,30,Dec,2020,night,passed,failed,not_applicable,not_applicable,failed,passed,not_applicable,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,passed
Michael,Crawford,20,"3894 Harris Lights Apt. 755
Mcneilmouth, OK 35327",OK,35327,Mcneilmouth,United States,Android 8.1.0,Other,mobile,Android,99.42.35.32,FALSE,6044668,passed,2021-01-28 17:25:00,2021-01-28,17,Thu,28,Jan,2021,evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Jordan,Scott,80,"8575 Christopher Walk Suite 991
Khanborough, NV 07369",NV,07369,Khanborough,United States,Android 6.0,Other,mobile,Android,202.80.96.184,FALSE,5631108,failed,2021-05-09 02:11:00,2021-05-09,2,Sun,9,May,2021,night,not_applicable,failed,not_applicable,not_applicable,failed,passed,not_applicable,not_applicable,passed,failed,failed,not_applicable,not_applicable,passed,passed
Katrina,Carson,48,"4480 Matthew Mall Suite 832
West Michael, MI 10474",MI,10474,West Michael,United States,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,Other,mobile,Mac,161.153.170.74,FALSE,3653671,passed,2021-01-25 16:30:00,2021-01-25,16,Mon,25,Jan,2021,afternoon,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Erik,Payne,,"82488 Santiago Mountains Apt. 199
Port Vanessa, MT 63709",MT,63709,Port Vanessa,United States,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/4.0),Internet Explorer,desktop,Windows,32.148.34.139,FALSE,1155142,passed,2021-04-16 14:21:00,2021-04-16,14,Fri,16,Apr,2021,afternoon,passed,not_applicable,not_applicable,passed,passed,passed,passed,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kathleen,Reid,72,"75804 Weber Track Apt. 848
West Matthewbury, SD 97581",SD,97581,West Matthewbury,United States,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/5.1),Internet Explorer,desktop,Windows,136.234.55.133,FALSE,6383112,failed,2021-05-04 19:53:00,2021-05-04,19,Tue,4,May,2021,evening,passed,passed,failed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Samuel,Norris,18,"0742 Navarro Island
Ronaldview, TN 35823",TN,35823,Ronaldview,United States,iPad; CPU iPad OS 4_2_1 like Mac OS X,Other,mobile,Mac,1.167.101.253,Image Quality,3268236,failed,2021-01-27 23:47:00,2021-01-27,23,Wed,27,Jan,2021,night,passed,passed,passed,passed,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Shawn,Johnson,45,"3557 Marks Mountain Apt. 610
Lake Saraland, CA 57098",CA,57098,Lake Saraland,United States,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,Other,mobile,Mac,163.103.72.115,FALSE,6125134,passed,2021-05-07 01:58:00,2021-05-07,1,Fri,7,May,2021,night,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kevin,Clark,73,"PSC 1565, Box 5570
APO AA 44132",AA,44132,military,United States,iPad; CPU iPad OS 9_3_5 like Mac OS X,Other,mobile,Mac,66.137.103.151,Image Quality,1806693,passed,2021-04-14 19:03:00,2021-04-14,19,Wed,14,Apr,2021,evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Amy,Mcguire,42,"771 Meyers Plains Apt. 634
West Jasonstad, KS 83500",KS,83500,West Jasonstad,United States,iPad; CPU iPad OS 5_1_1 like Mac OS X,Other,mobile,Mac,3.253.188.195,FALSE,5893295,passed,2021-03-18 09:40:00,2021-03-18,9,Thu,18,Mar,2021,early morning,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Anna,Henderson,20,"Unit 6706 Box 7667
DPO AA 47361",AA,47361,military,United States,Android 5.0.2,Other,mobile,Android,209.220.74.212,FALSE,1016535,failed,2021-04-08 21:06:00,2021-04-08,21,Thu,8,Apr,2021,late evening,not_applicable,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,failed,failed,not_applicable,not_applicable,passed,passed
Kristen,Howe,52,"0726 Mary Mews
North Ronald, AK 12977",AK,12977,North Ronald,United States,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 9_9; rv:1.9.3.20) Gecko/2016-01-14 13:48:25 Firefox/13.0,Internet Explorer,desktop,Mac,196.199.51.210,FALSE,2764748,failed,2021-02-16 14:02:00,2021-02-16,14,Tue,16,Feb,2021,afternoon,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Timothy,Robertson,36,"143 Martinez Bridge
Sandrachester, NY 70237",NY,70237,Sandrachester,Guernsey,Android 9,Other,mobile,Android,66.20.147.169,TRUE,8068804,failed,2021-05-13 21:55:00,2021-05-13,21,Thu,13,May,2021,late evening,passed,failed,not_applicable,passed,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Haley,Sanchez,81,"3914 Pratt Road
Davidmouth, NV 69787",NV,69787,Davidmouth,United States,iPad; CPU iPad OS 7_1_2 like Mac OS X,Other,mobile,Mac,171.141.80.113,Image Quality,4147253,failed,2021-05-16 05:46:00,2021-05-16,5,Sun,16,May,2021,night,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Larry,Mccall,42,"06441 Martinez Stream
Bradville, FL 15904",FL,15904,Bradville,United States,iPad; CPU iPad OS 9_3_6 like Mac OS X,Other,mobile,Mac,158.86.166.131,FALSE,6003628,failed,2021-05-15 20:44:00,2021-05-15,20,Sat,15,May,2021,late evening,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Zachary,Hoffman,45,"4402 David Wells Apt. 384
Lake Christopherfurt, ID 15630",ID,15630,Lake Christopherfurt,United States,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 7_2 rv:4.0; lb-LU) AppleWebKit/531.22.3 (KHTML, like Gecko) Version/4.1 Safari/531.22.3",Internet Explorer,desktop,Mac,1.228.94.96,FALSE,6464918,failed,2021-01-10 04:00:00,2021-01-10,4,Sun,10,Jan,2021,night,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Matthew,Bell,34,"944 Ward Street Apt. 402
New Adambury, HI 66135",HI,66135,New Adambury,United States,Mozilla/5.0 (Android 7.1.2; Mobile; rv:15.0) Gecko/15.0 Firefox/15.0,Internet Explorer,mobile,Android,90.93.58.147,FALSE,6338218,passed,2021-01-09 20:35:00,2021-01-09,20,Sat,9,Jan,2021,late evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Stephen,Chan,50,"81637 Evan Ports
Nelsonmouth, KS 28678",KS,28678,Nelsonmouth,United States,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,Other,mobile,Mac,128.26.8.96,FALSE,5930687,passed,2021-03-14 00:06:00,2021-03-14,0,Sun,14,Mar,2021,night,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Brenda,Ramsey,18,"1541 Brown Freeway Apt. 796
Davisshire, PA 17131",PA,17131,Davisshire,United States,Android 5.0,Other,mobile,Android,141.249.46.210,FALSE,2622893,failed,2021-05-24 22:36:00,2021-05-24,22,Mon,24,May,2021,late evening,not_applicable,failed,not_applicable,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Albert,Johnson,77,"66907 David Crossing Apt. 394
Matthewland, WA 74098",WA,74098,Matthewland,United States,Opera/8.85.(X11; Linux x86_64; gv-GB) Presto/2.9.183 Version/11.00,Opera,desktop,Linux,143.90.132.20,FALSE,7607221,passed,2021-05-24 13:10:00,2021-05-24,13,Mon,24,May,2021,early afternoon,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Cynthia,Nguyen,83,"3538 Campbell Plain
West Amy, MS 03232",MS,03232,West Amy,Chad,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/532.46.3 (KHTML, like Gecko) Version/4.0.2 Safari/532.46.3",Safari,desktop,Windows,165.70.234.231,FALSE,4272902,passed,2021-04-06 21:31:00,2021-04-06,21,Tue,6,Apr,2021,late evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Brooke,Carter,68,"50748 Taylor Harbor Apt. 925
East Justin, OH 40558",OH,40558,East Justin,United States,Android 1.0,Other,mobile,Android,77.201.100.105,Image Quality,1177399,failed,2021-02-13 06:06:00,2021-02-13,6,Sat,13,Feb,2021,early morning,not_applicable,passed,passed,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
John,Valdez,69,"USS Mccall
FPO AP 06850",AP,06850,military,United States,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,Other,mobile,Mac,81.98.32.49,FALSE,5331052,passed,2021-04-23 12:40:00,2021-04-23,12,Fri,23,Apr,2021,early afternoon,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Sharon,Higgins,30,"9454 Cunningham Points Apt. 956
Perrymouth, MA 93223",MA,93223,Perrymouth,United States,Android 4.2.2,Other,mobile,Android,41.84.187.117,FALSE,3102957,passed,2021-05-08 09:05:00,2021-05-08,9,Sat,8,May,2021,early morning,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Brooke,Lucas,60,"5718 White Radial
Shirleytown, OH 56178",OH,56178,Shirleytown,United States,Android 4.4.4,Other,mobile,Android,79.9.132.203,Image Quality,7341264,passed,2021-05-08 15:11:00,2021-05-08,15,Sat,8,May,2021,afternoon,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Lisa,Harrison,43,"1400 Kristie Squares
Lake Tonya, NM 40362",NM,40362,Lake Tonya,United States,iPad; CPU iPad OS 14_2 like Mac OS X,Other,mobile,Mac,110.60.190.221,FALSE,8121133,failed,2021-02-07 19:52:00,2021-02-07,19,Sun,7,Feb,2021,evening,not_applicable,not_applicable,not_applicable,passed,passed,passed,failed,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,passed
Leah,Martin,70,"9431 Leroy Groves
East Annaville, WA 40386",WA,40386,East Annaville,Mauritius,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,Other,mobile,Mac,56.35.158.10,FALSE,1775000,failed,2021-05-01 09:37:00,2021-05-01,9,Sat,1,May,2021,early morning,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jimmy,Stafford,65,"58773 Melissa Stream
New Stephanieport, WV 87911",WV,87911,New Stephanieport,United States,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/31.0.868.0 Safari/531.1",Chrome,desktop,Windows,137.187.51.241,FALSE,8916330,passed,2021-04-25 14:35:00,2021-04-25,14,Sun,25,Apr,2021,afternoon,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Ashley,Montgomery,83,"423 April Unions
Donnamouth, NH 78909",NH,78909,Donnamouth,Qatar,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,Other,mobile,Mac,83.138.41.195,FALSE,8615293,failed,2021-05-06 05:18:00,2021-05-06,5,Thu,6,May,2021,night,failed,passed,passed,not_applicable,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
James,Sharp,69,"9609 Clayton Bypass
West Jonathanburgh, MT 40074",MT,40074,West Jonathanburgh,United States,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,Other,mobile,Mac,73.43.135.126,FALSE,3533187,failed,2021-04-30 23:50:00,2021-04-30,23,Fri,30,Apr,2021,night,not_applicable,not_applicable,not_applicable,failed,passed,passed,failed,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Charles,Fernandez,60,"9346 Jorge View Suite 134
Nguyenbury, SD 12578",SD,12578,Nguyenbury,United States,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 9_5) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/21.0.876.0 Safari/536.1",Chrome,desktop,Mac,7.91.100.210,FALSE,3555769,failed,2021-04-28 16:52:00,2021-04-28,16,Wed,28,Apr,2021,afternoon,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Gina,Porter,19,"639 David Village Apt. 757
South Johnport, AK 33318",AK,33318,South Johnport,United States,Android 4.4.2,Other,mobile,Android,102.88.173.222,FALSE,5520718,failed,2021-04-27 18:13:00,2021-04-27,18,Tue,27,Apr,2021,evening,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
James,Clayton,70,"790 Kimberly Ports
East Emma, NV 45915",NV,45915,East Emma,United States,Android 2.3.3,Other,mobile,Android,174.133.223.139,FALSE,5228787,failed,2021-05-08 17:07:00,2021-05-08,17,Sat,8,May,2021,evening,not_applicable,not_applicable,not_applicable,not_applicable,passed,passed,failed,passed,passed,failed,failed,not_applicable,not_applicable,passed,passed
Robert,Callahan,45,"3836 Morris Inlet Suite 254
South Melissaside, GA 51496",GA,51496,South Melissaside,United States,Android 5.1.1,Other,mobile,Android,143.228.114.181,Image Quality,3390808,failed,2021-03-17 17:29:00,2021-03-17,17,Wed,17,Mar,2021,evening,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Andrea,Hammond,21,"75281 Vaughn Ford Apt. 451
Johnsonport, KS 32795",KS,32795,Johnsonport,United States,Android 2.2.3,Other,mobile,Android,104.113.234.135,FALSE,2976536,failed,2021-05-04 03:04:00,2021-05-04,3,Tue,4,May,2021,night,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Claire,Barajas,59,"108 Michael Route Suite 120
Thomasside, VT 98293",VT,98293,Thomasside,United States,iPad; CPU iPad OS 5_1_1 like Mac OS X,Other,mobile,Mac,209.65.47.206,FALSE,2840031,failed,2021-04-21 20:55:00,2021-04-21,20,Wed,21,Apr,2021,late evening,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Timothy,Mcdonald,60,"789 Michael Flat Apt. 622
West Brettberg, TN 28167",TN,28167,West Brettberg,United States,Opera/9.25.(Windows NT 5.0; ha-NG) Presto/2.9.160 Version/10.00,Opera,desktop,Windows,50.140.35.154,FALSE,2585864,failed,2021-03-12 09:15:00,2021-03-12,9,Fri,12,Mar,2021,early morning,not_applicable,failed,not_applicable,not_applicable,failed,passed,not_applicable,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,passed
Mrs.,Tiffany,49,"36391 Alexandra Ridges Suite 429
Jamesbury, MI 75108",MI,75108,Jamesbury,United States,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,Other,mobile,Mac,217.71.248.168,FALSE,2047868,passed,2021-02-25 16:54:00,2021-02-25,16,Thu,25,Feb,2021,afternoon,passed,not_applicable,not_applicable,passed,passed,passed,passed,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Tyler,Hall,23,"44719 Jessica Ranch Apt. 687
Victortown, UT 52707",UT,52707,Victortown,Finland,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; el-GR) AppleWebKit/535.50.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6535.50.4",Safari,mobile,Mac,63.92.207.235,FALSE,6410666,passed,2021-05-04 18:16:00,2021-05-04,18,Tue,4,May,2021,evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
